RecArt;SHAK_code;DatoStart;DatoChange;DatoEnd;Codetext;Agrp;Bgrp;Cgrp;SKS;Egrp;Aval;Bval;Cval;Dval;Inclusion;ExtraReg
afd;7016359;20070501;20121119;20121127;Psyk. afd. i Silkeborg, amb.;50.0;;;;SKS;;;;3.0;;
afd;701635A;20080201;20121119;20121127;Klinik for angst- og tvangslidelser, Distrikt Syd;50.0;;;;SKS;;;;3.0;;
afd;701635L;19980101;20121119;20121127;Lokalpsykiatri Silkeborg;50.0;;;;SKS;;;;3.0;;
afd;701635P;20090701;20121119;20121127;Team for Personlighedsforstyrrelser;50.0;;;;SKS;;;;3.0;;
afd;701650;20100910;20120424;20120502;Friklinik, Børne- og Ungdomspsykiatrisk;;;;;SKS;;;;3.0;;
afd;7016509;20100910;20120424;20120502;Friklinik, Børne- og Ungdomspsykiatrisk;52.0;;;;SKS;;;;3.0;;
afd;701651;20090101;20120712;20120720;Friklinik, Børne- og Ungdomspsykiatrisk;;;;;SKS;;;;3.0;;
afd;7016519;20090101;20120712;20120720;Friklinik, Børne- og Ungdomspsykiatrisk;52.0;;;;SKS;;;;3.0;;
afd;701655;20080101;20120712;20120720;Afd. for Kost og Ernæring, Risskov;;;;;SKS;;;;3.0;;
afd;701655X;20080101;20120712;20120720;Afd. for Kost og Ernæring, Risskov;99.0;;;;SKS;;;;3.0;;
afd;701680;20060101;20120712;20120720;Fysioterapeutisk overafd., Risskov;;;;;SKS;;;;3.0;;
afd;7016809;20050301;20120712;20120720;Fysioterapeutisk afdeling, Risskov;98.0;;;;SKS;;;;3.0;;
afd;701690;20061001;20120712;20120720;Rehab. f. traum. flygtninge (RCT);;;;;SKS;;;;3.0;;
afd;7016909;20061001;20081218;20081231;RCT Midtjylland;50.0;;;;SKS;;;;3.0;;
afd;7016909;20090101;20120712;20120720;Klinik for Traumatiserende Flygtninge - KFTF Årh/Hor;50.0;;;;SKS;;;;3.0;;
afd;701695W;19990101;20011031;20011231;Midtbyen;50.0;;;;SKS;;;;3.0;;
sgh;7017;19760401;19760401;19831231;SKANDERBORG, FORSORGSCENTRET S;420.0;3.0;;;;;;;;;
afd;7017010;19760401;19760401;19821231;FORSORGSCENTER;50.0;;;;;;;;;;
afd;7017010;19830101;19830101;19831231;FORSORGSCENTER;50.0;;;;;;;;;;
sgh;7018;19760401;20100609;20100616;Hans Jansens Hjem, Gigtsanatorium;150.0;2.0;;;SKS;;;;3.0;;
sgh;7018;20100617;20140623;20140701;Center for sundhed og træning Århus;150.0;2.0;;;SKS;;;;3.0;;
afd;701801;20060101;20100608;20100615;Hans Jansens Hjem, Gigtsanatorium, afdeling;;;;;SKS;;;;3.0;;
afd;701801;20100616;20140623;20140701;Center for sundhed og træning Århus, afdeling;;;;;SKS;;;;3.0;;
afd;7018010;19760401;19760401;19821231;FYSIURGISK AFDELING;26.0;;;;;;;;;;
afd;7018010;19830101;19830101;19831231;FYSIURGISK AFDELING;12.0;;;;;;;;;;
afd;7018010;19840101;19840101;19901231;REUMATOLOGISK AFDELING;12.0;;;;;;;;;;
afd;7018010;19910101;19910101;19941231;REUMATOLOGISK AFDELING;12.0;;;;;;;;;;
afd;7018010;19950101;20100608;20100615;Hans Jansens Hjem, Gigtsanatorium, Reumatologisk beh. afsnit;12.0;;;;SKS;;;;3.0;;
afd;7018010;20100616;20140623;20140701;Center for sundhed og træning Århus, Reuma., beh. afsnit;12.0;;;;SKS;;;;3.0;;
sgh;7019;19760401;20090218;20090228;Egå, Blåkorshjemmet Egåhus;180.0;2.0;;;SKS;;;;3.0;;
sgh;7019;20090301;20200226;20200305;Egå, Blåkorshjemmet Egåhus;162.0;2.0;;;SKS;;;;3.0;;
afd;701901;20060101;20200226;20200305;Egå, Blåkorshjemmet Egåhus, afdeling;;;;;SKS;;;;3.0;;
afd;7019010;19790101;19790101;19821231;BEHANDLINGSAFDELING;50.0;;;;;;;;;;
afd;7019010;19830101;19830101;19871231;BEHANDLINGSAFDELING;50.0;;;;;;;;;;
afd;7019010;19880101;19880101;19901231;BEHANDLINGSAFDELING;50.0;;;;;;;;;;
afd;7019010;19910101;19910101;19941231;BEHANDLINGSAFDELING;50.0;;;;;;;;;;
afd;7019010;19950101;20200226;20200305;Egå, Blåkorshjemmet Egåhus, beh. afsnit;50.0;52.0;;;SKS;;;;3.0;;
afd;7019016;19790101;19790101;19811231;DAGHOSPITAL;50.0;;;;;;;;;;
sgh;7020;19770101;19770101;19771231;ÅRHUS, SCT. JOSEPHS HOSPITAL;139.0;1.0;;;;;;;;;
sgh;7020;19780101;19780101;19861231;ÅRHUS, SCT. JOSEPHS HOSPITAL;106.0;1.0;;;;;;;;;
afd;7020010;19770101;19770101;19821231;LANGTIDSMEDICINSK AFDELING;2.0;;;;;;;;;;
afd;7020010;19830101;19830101;19841231;LANGTIDSMEDICINSK AFDELING;2.0;1.0;;;;;;;;;
afd;7020010;19850101;19850101;19851230;LANGTIDSMEDICINSK AFDELING;2.0;1.0;;;;;;;;;
afd;7020019;19770101;19770101;19821231;LANGTIDSMEDICINSK AMBULATORIUM;2.0;;;;;;;;;;
afd;7020019;19830101;19830101;19841231;LANGTIDSMEDICINSK AMBULATORIUM;2.0;1.0;;;;;;;;;
afd;7020019;19850101;19850101;19851230;LANGTIDSMEDICINSK DAGHOSPITAL;2.0;1.0;;;;;;;;;
sgh;7021;19810101;19810101;19821231;BEHANDLINGSINSTITUTTET, RY;132.0;2.0;;;;;;;;;
sgh;7021;19830101;20091009;20091017;Sclerosehospitalet i Ry;151.0;2.0;;;SKS;;;;3.0;;
afd;7021010;19810101;19810101;19821231;BEHANDLINGSAFDELING;20.0;;;;;;;;;;
afd;7021010;19830101;19830101;19901231;BEHANDLINGSAFDELING;20.0;;;;;;;;;;
afd;7021010;19910101;19910101;19931231;BEHANDLINGSAFDELING;20.0;;;;;;;;;;
afd;702102;20060101;20091009;20091017;Overafdeling;;;;;SKS;;;;3.0;;
afd;7021020;19940101;19940101;19941231;SENGEAFDELING;20.0;;;;;;;;;;
afd;7021020;19950101;20091009;20091017;Sengeafdeling;20.0;;;;SKS;;;;3.0;;
afd;7021029;19940101;19940101;19941231;BEHANDLINGSAFDELING;20.0;;;;;;;;;;
afd;7021029;19950101;20091009;20091017;Behandlingsafdeling;20.0;;;;SKS;;;;3.0;;
sgh;7022;19820101;19820101;19861231;EBELTOFT, RÅMOSEGÅRD PLEJEHJEM;121.0;1.0;;;;;;;;;
afd;7022010;19820101;19820101;19821231;PSYKIATRISK AFDELING;50.0;;;;;;;;;;
afd;7022010;19830101;19830101;19861231;PSYKIATRISK AFDELING;50.0;;;;;;;;;;
afd;7022011;19820101;19820101;19821231;PSYKIATRISK DAGHOSPITAL;50.0;;;;;;;;;;
afd;7022016;19830101;19830101;19861231;PSYKIATRISK DAGHOSPITAL;50.0;;;;;;;;;;
sgh;7023;19820101;19820101;19861231;RANDERS PLEJEHJEM;121.0;1.0;;;;;;;;;
afd;7023010;19820101;19820101;19821231;PSYKIATRISK AFDELING;50.0;;;;;;;;;;
afd;7023010;19830101;19830101;19861231;PSYKIATRISK AFDELING;50.0;;;;;;;;;;
afd;7023011;19820101;19820101;19821231;PSYKIATRISK DAGHOSPITAL;50.0;;;;;;;;;;
afd;7023016;19830101;19830101;19861231;PSYKIATRISK DAGHOSPITAL;50.0;;;;;;;;;;
sgh;7024;19820101;19820101;19861231;GRENÅ, DALSTRUP PLEJEHJEM;121.0;1.0;;;;;;;;;
afd;7024010;19820101;19820101;19821231;PSYKIATRISK AFDELING;50.0;;;;;;;;;;
afd;7024010;19830101;19830101;19861231;PSYKIATRISK AFDELING;50.0;;;;;;;;;;
afd;7024011;19820101;19820101;19821231;PSYKIATRISK DAGHOSPITAL;50.0;;;;;;;;;;
afd;7024016;19830101;19830101;19861231;PSYKIATRISK DAGHOSPITAL;50.0;;;;;;;;;;
sgh;7025;19840101;19840101;19961231;NEUROSEKLINIKKEN I ØRSTED;121.0;1.0;;;;;;;;;
afd;7025010;19840101;19840101;19871231;NERVESANATORIUM;50.0;;;;;;;;;;
afd;7025010;19880101;19880101;19901231;NERVESANATORIUM;50.0;;;;;;;;;;
afd;7025010;19910101;19910101;19941231;NEUROSEKLINIK;50.0;;;;;;;;;;
afd;7025010;19950101;19950101;19961231;NEUROSEKLINIK;50.0;;;;;;;;;;
afd;7025016;19840101;19840101;19871231;NERVESANATORIUM, DAGHOSPITAL;50.0;;;;;;;;;;
afd;7025016;19880101;19880101;19901231;NERVESANATORIUM, DAGHOSPITAL;50.0;;;;;;;;;;
afd;7025016;19910101;19910101;19941231;NEUROSEKLINIK, DAGHOSPITAL;50.0;;;;;;;;;;
afd;7025016;19950101;19950101;19961231;NEUROSEKLINIK, DAGHOSPITAL;50.0;;;;;;;;;;
afd;7025019;19940101;19940101;19941231;NEUROSEKLINIK, AMBULATORIUM;50.0;;;;;;;;;;
afd;7025019;19950101;19950101;19961231;NEUROSEKLINIK, AMBULATORIUM;50.0;;;;;;;;;;
sgh;7026;19850101;19850101;19861231;SKEJBY SYGEHUS;101.0;1.0;;;;;;;;;
sgh;7026;19890101;19970806;19901231;SKEJBY SYGEHUS;101.0;1.0;;;SKS;;;;1.0;;
sgh;7026;19910101;20070521;20070531;Skejby Sygehus;101.0;1.0;;;SKS;;;;3.0;;
sgh;7026;20070601;20070918;20070930;Universitetshospital, Skejby;101.0;1.0;;;SKS;;;;3.0;;
sgh;7026;20071001;20130208;20130216;Århus Universitetshospital, Skejby;101.0;1.0;;;SKS;;;;3.0;;
afd;702601;20060101;20121203;20121211;Anæstesiologi;;;;;SKS;;;;3.0;;
afd;7026016;19910101;19910101;19941231;ANÆSTESIOL./INTENSIV AFD. I;84.0;;;;;;;;;;
afd;7026016;19950101;20121203;20121211;Anæstesiol./intensiv afd. I;84.0;;;;SKS;;;;3.0;;
afd;7026017;20040101;20041221;20041231;Fysio- og ergoterapien;98.0;;;;SKS;;;;3.0;;
afd;7026017;20050801;20121203;20121211;Dagkirurgisk afsnit;30.0;;;;SKS;;;;3.0;;
afd;702602;20060101;20121203;20121211;Kardiologi;;;;;SKS;;;;3.0;;
afd;7026021;19910101;19910101;19941231;KARDIOLOGISK AFDELING B;6.0;1.0;61.0;;;;;;;;
afd;7026021;19950101;20121203;20121211;Kardiologisk afdeling B;6.0;1.0;61.0;;SKS;;;;3.0;;
afd;7026022;19910101;19910101;19931231;CARDIOLOGISK LABORATORIUM;6.0;61.0;;;;;;;;;
afd;7026022;19940101;19940101;19941231;KARDIOLOGISK LABORATORIUM;6.0;61.0;;;;;;;;;
afd;7026022;19950101;20121203;20121211;Kardiologisk laboratorium;6.0;61.0;;;SKS;;;;3.0;;
afd;7026023;19910101;19910101;19911231;CARDIOL.AFD. KORONARAFSN. B.1;6.0;;;;;;;;;;
afd;7026029;19890101;19970806;19901231;CARDIOLOGISK AMBULATORIUM;6.0;1.0;;;SKS;;;;1.0;;
afd;7026029;19910101;19910101;19931231;CARDIOLOGISK AMBULATORIUM;6.0;1.0;;;;;;;;;
afd;7026029;19940101;19940101;19941231;KARDIOLOGISK AMBULATORIUM;6.0;1.0;;;;;;;;;
afd;7026029;19950101;20121203;20121211;Kardiologisk ambulatorium;6.0;1.0;;;SKS;;;;3.0;;
afd;702604;20060101;20130109;20130117;Diagnostisk radiologi;;;;;SKS;;;;3.0;;
afd;7026040;19910101;19910101;19941231;RØNTGENDIAGNOSTISK AFDELING;66.0;;;;;;;;;;
afd;7026040;19950101;20130109;20130117;Røntgendiagnostisk afdeling;66.0;;;;SKS;;;;3.0;;
afd;702608;20060101;20130109;20130117;Klinisk immunologi;;;;;SKS;;;;3.0;;
afd;7026080;19910101;19910101;19941231;KLINISK IMMUNOLOGISK AFDELING;62.0;;;;;;;;;;
afd;7026080;19950101;20121203;20121211;Klinisk immunologisk afdeling;62.0;;;;SKS;;;;3.0;;
afd;702608A;20100809;20130109;20130117;Autoimmunlaboratoriet;4.0;;;;SKS;;;;3.0;;
afd;702609;20060101;20121204;20121212;Klinisk biokemi;;;;;SKS;;;;3.0;;
afd;7026090;19910101;19910101;19931231;KLINISK-KEMISK AFDELING;60.0;;;;;;;;;;
afd;7026090;19940101;19940101;19941231;KLINISK-BIOKEMISK AFDELING;60.0;;;;;;;;;;
afd;7026090;19950101;20121204;20121212;Klinisk-biokemisk afdeling;60.0;;;;SKS;;;;3.0;;
afd;7026091;20080801;20121204;20121212;Klinisk Biokemisk afdeling, nord;60.0;;;;SKS;;;;3.0;;
afd;7026099;20030101;20121204;20121212;Klinisk Biokemisk Ambulatorium;60.0;;;;SKS;;;;3.0;;
afd;702612;20060101;20121203;20121211;Nefrologi;;;;;SKS;;;;3.0;;
afd;7026121;19910101;19910101;19941231;MEDICINSK AFD. C (NEFROLOGI);11.0;1.0;;;;;;;;;
afd;7026121;19950101;20121203;20121211;Medicinsk afd. C (nefrologi);11.0;1.0;;;SKS;;;;3.0;;
afd;7026126;19910101;19910101;19941231;NYREMEDICINSK DAGAFSNIT;11.0;1.0;;;;;;;;;
afd;7026126;19950101;20121203;20121211;Nyremedicinsk dagafsnit;11.0;1.0;;;SKS;;;;3.0;;
afd;7026127;19910101;19910101;19941231;DIALYSEAMBULATORIUM;11.0;1.0;;;;;;;;;
afd;7026127;19950101;20121203;20121211;Dialyseambulatorium;11.0;1.0;;;SKS;;;;3.0;;
afd;7026129;19890101;19970806;19901231;MEDICINSK AMBULATORIUM C;11.0;1.0;;;SKS;;;;1.0;;
afd;7026129;19910101;19910101;19941231;MEDICINSK AMBULATORIUM C;11.0;1.0;;;;;;;;;
afd;7026129;19950101;20121203;20121211;Medicinsk ambulatorium C;11.0;1.0;;;SKS;;;;3.0;;
afd;702615;20060101;20121203;20121211;Infektionsmedicin;;;;;SKS;;;;3.0;;
afd;7026151;19990101;20001130;20010331;Infektionsmedicinsk afdeling Q;5.0;1.0;;;SKS;;;;1.0;;
afd;7026151;20010401;20121203;20121211;Infektionsmedicinsk afdeling Q;5.0;1.0;;;SKS;;;;3.0;;
afd;7026156;19990101;20001130;20010331;Infektionsmedicinsk dagafsnit Q;5.0;1.0;;;SKS;;;;1.0;;
afd;7026156;20010401;20070419;20070430;Infektionsmedicinsk dagafsnit Q;5.0;1.0;;;SKS;;;;3.0;;
afd;7026159;19990101;20001130;20010331;Infektionsmedicinsk ambulatorie Q;5.0;1.0;;;SKS;;;;1.0;;
afd;7026159;20010401;20121203;20121211;Infektionsmedicinsk ambulatorie Q;5.0;1.0;;;SKS;;;;3.0;;
afd;702624;20060101;20121203;20121211;Pædiatri;;;;;SKS;;;;3.0;;
afd;7026241;19960101;20121203;20121211;Pædiatrisk afdeling A;80.0;;;;SKS;;;;3.0;;
afd;7026242;19910101;19910101;19941231;PÆDIATRISK CARDIOL. AFSNIT AS;80.0;;;;;;;;;;
afd;7026242;19950101;20070419;20070430;Pædiatrisk cardiol. afsnit AS;80.0;;;;SKS;;;;3.0;;
afd;7026246;19960101;20070419;20070430;Pædiatrisk dagafsnit, deldøgn;80.0;;;;SKS;;;;3.0;;
afd;7026248;20111001;20121203;20121211;Pædiatrisk Modtagelse;80.0;;;;SKS;;;;3.0;;
afd;7026249;19910101;19910101;19941231;PÆDIATRISK CARDIOL. AMB. AS;80.0;;;;;;;;;;
afd;7026249;19950101;19950101;19960827;PÆDIATRISK CARDIOL. AMB. AS;80.0;;;;;;;;;;
afd;7026249;19960828;20121203;20121211;Pædiatrisk ambulatorium A;80.0;;;;SKS;;;;3.0;;
afd;702624A;20110101;20121203;20121211;Pædiatrisk dagafsnit A;80.0;;;;SKS;;;;3.0;;
afd;702626;20060101;20121203;20121211;Thoraxkirurgi;;;;;SKS;;;;3.0;;
afd;7026261;19910101;19910101;19941231;THORAXKIR. OG KARKIR. AFD. T;34.0;30.0;31.0;;;;;;;;
afd;7026261;19950101;20121203;20121211;Thoraxkir. og karkir. afd. T;34.0;30.0;31.0;;SKS;;;;3.0;;
afd;7026262;20070101;20121203;20121211;Thorax.kir. intermediær afd. T;34.0;;;;SKS;;;;3.0;;
afd;7026266;19980101;20070419;20070430;Thoraxkir./karkir. dagafsnit;34.0;30.0;31.0;;SKS;;;;3.0;;
afd;7026267;20090101;20121203;20121211;Dagkirurgi afdeling T;31.0;30.0;;;SKS;;;;3.0;;
afd;7026269;19910101;19910101;19941231;THORAXKIR./KARKIR. AMB. T;34.0;30.0;31.0;;;;;;;;
afd;7026269;19950101;20121203;20121211;Thoraxkir./karkir. amb. T;34.0;30.0;31.0;;SKS;;;;3.0;;
afd;702627;20060101;20121203;20121211;Urologi;;;;;SKS;;;;3.0;;
afd;7026271;19910101;19910101;19941231;URINVEJSKIRURGISK AFDELING K;35.0;30.0;;;;;;;;;
afd;7026271;19950101;20121203;20121211;Urinvejskirurgisk afdeling K;35.0;30.0;;;SKS;;;;3.0;;
afd;7026272;19910101;19910101;19941231;URO-DYNAMISK LABORATORIUM;35.0;30.0;;;;;;;;;
afd;7026272;19950101;20121203;20121211;Uro-dynamisk laboratorium;35.0;30.0;;;SKS;;;;3.0;;
afd;7026277;20090101;20121203;20121211;Dagkirurgi afdeling K;35.0;30.0;;;SKS;;;;3.0;;
afd;7026278;20041101;20121203;20121211;Modtagelsen, Urinvejskirurgisk afdeling K;35.0;30.0;;;SKS;;;;3.0;;
afd;7026279;19890101;19970806;19901231;URINVEJSKIRURGISK AMB. K;35.0;30.0;;;SKS;;;;1.0;;
afd;7026279;19910101;19910101;19941231;URINVEJSKIRURGISK AMB. K;35.0;30.0;;;;;;;;;
afd;7026279;19950101;20121203;20121211;Urinvejskirurgisk amb. K;35.0;30.0;;;SKS;;;;3.0;;
afd;702632;20060101;20121220;20121228;Klinisk Mikrobiologi;;;;;SKS;;;;3.0;;
afd;7026320;20030301;20121220;20121228;Klinisk Mikrobiologisk afdeling;63.0;;;;SKS;;;;3.0;;
afd;702633;20060101;20130109;20130117;Gynækologi og obstetrik;;;;;SKS;;;;3.0;;
afd;7026331;19960101;20130109;20130117;Gynækol./obstetrisk afd. Y;38.0;;;;SKS;;;;3.0;;
afd;7026336;19960101;20070419;20070430;Gynækol./obstetrisk dagafsn. Y;38.0;;;;SKS;;;;3.0;;
afd;7026337;20090101;20130109;20130117;Dagkirurgi afdeling Y;38.0;30.0;;;SKS;;;;3.0;;
afd;7026339;19960101;20130109;20130117;Gynækol./obstetrisk ambulat. Y;38.0;;;;SKS;;;;3.0;;
afd;702634;20060101;20130109;20130117;Klinisk fysiologi og nuclearmedicin;;;;;SKS;;;;3.0;;
afd;7026340;19970101;20121203;20121211;Afd.f.kli.fys.-nuklearmedicin;61.0;;;;SKS;;;;3.0;;
afd;702636;20060101;20130109;20130117;Diagnostisk radiologi, MR;;;;;SKS;;;;3.0;;
afd;7026360;19910101;19910101;19941231;MR-AFD. (MAGNETIC RESONANCE);99.0;;;;;;;;;;
afd;7026360;19950101;20130109;20130117;MR-afd. (magnetic resonance);66.0;;;;SKS;;;;3.0;;
afd;702637;20060101;20121203;20121211;Fysio- og ergoterapi;;;;;SKS;;;;3.0;;
afd;7026370;20050101;20121203;20121211;Ergoterapi- og Fysioterapiafdelingen;98.0;;;;SKS;;;;3.0;;
afd;7026377;20050101;20121203;20121211;Ergoterapien;98.0;;;;SKS;;;;3.0;;
afd;7026379;20050101;20121203;20121211;Fysioterapien;98.0;;;;SKS;;;;3.0;;
afd;702638;20110101;20121203;20121211;Klinisk Genetisk Overafd.;;;;;SKS;;;;3.0;;
afd;7026380;20110101;20121203;20121211;Klinisk genetisk afdeling;68.0;;;;SKS;;;;3.0;;
afd;7026389;20110101;20121203;20121211;Klinisk genetisk ambulatorium;68.0;;;;SKS;;;;3.0;;
afd;702640;20081201;20121203;20121211;Molekylær Medicin;;;;;SKS;;;;3.0;;
afd;7026400;20081201;20121203;20121211;Molekylær Medicinsk afdeling;60.0;;;;SKS;;;;3.0;;
sgh;7027;19890101;19890101;19951231;MERMAID, PRIVATHOSP.;111.0;2.0;;;;;;;;;
afd;7027010;19890101;19890101;19941231;ANÆSTESIOLOGISK AFDELING;84.0;;;;;;;;;;
afd;7027010;19950101;19950101;19951231;ANÆSTESIOLOGISK AFDELING;84.0;;;;;;;;;;
afd;7027019;19890101;19890101;19941231;AMBULAT. F. SMERTEBEHANDL.;84.0;;;;;;;;;;
afd;7027019;19950101;19950101;19951231;AMBULAT. F. SMERTEBEHANDL.;84.0;;;;;;;;;;
afd;7027020;19890101;19890101;19901231;ORTOPÆD-KIRURGISK AFDELING;42.0;;;;;;;;;;
afd;7027020;19910101;19910101;19941231;ORTOPÆD-KIRURGISK AFDELING;42.0;;;;;;;;;;
afd;7027020;19950101;19950101;19951231;ORTOPÆD-KIRURGISK AFDELING;42.0;;;;;;;;;;
afd;7027029;19890101;19890101;19901231;ORTOPÆD-KIRURGISK AMBULAT.;42.0;;;;;;;;;;
afd;7027029;19910101;19910101;19941231;ORTOPÆD-KIRURGISK AMBULAT.;42.0;;;;;;;;;;
afd;7027029;19950101;19950101;19951231;ORTOPÆD-KIRURGISK AMBULAT.;42.0;;;;;;;;;;
afd;7027030;19890101;19890101;19941231;PLASTIKKIRURGISK AFDELING;33.0;;;;;;;;;;
afd;7027030;19950101;19950101;19951231;PLASTIKKIRURGISK AFDELING;33.0;;;;;;;;;;
afd;7027039;19890101;19890101;19941231;PLASTIKKIRURGISK AMBULATORIUM;33.0;;;;;;;;;;
afd;7027039;19950101;19950101;19951231;PLASTIKKIRURGISK AMBULATORIUM;33.0;;;;;;;;;;
afd;7027040;19890101;19890101;19941231;PARENKYMKIRURGISK AFDELING;30.0;;;;;;;;;;
afd;7027040;19950101;19950101;19951231;PARENKYMKIRURGISK AFDELING;30.0;;;;;;;;;;
afd;7027049;19890101;19890101;19941231;PARENKYMKIRURGISK AMBULAT.;30.0;;;;;;;;;;
afd;7027049;19950101;19950101;19951231;PARENKYMKIRURGISK AMBULAT.;30.0;;;;;;;;;;
afd;7027050;19890101;19890101;19901231;ØJENAFDELING;44.0;;;;;;;;;;
afd;7027050;19910101;19910101;19941231;ØJENAFDELING;44.0;;;;;;;;;;
afd;7027050;19950101;19950101;19951231;ØJENAFDELING;44.0;;;;;;;;;;
afd;7027059;19890101;19890101;19901231;ØJENAMBULATORIUM;44.0;;;;;;;;;;
afd;7027059;19910101;19910101;19941231;ØJENAMBULATORIUM;44.0;;;;;;;;;;
afd;7027059;19950101;19950101;19951231;ØJENAMBULATORIUM;44.0;;;;;;;;;;
afd;7027060;19890101;19890101;19941231;GYNÆKOLOGISK AFDELING;38.0;;;;;;;;;;
afd;7027060;19950101;19950101;19951231;GYNÆKOLOGISK AFDELING;38.0;;;;;;;;;;
afd;7027066;19900101;19900101;19941231;FERTILITETSKLINIK;38.0;;;;;;;;;;
afd;7027066;19950101;19950101;19951231;FERTILITETSKLINIK;38.0;;;;;;;;;;
afd;7027069;19890101;19890101;19941231;GYNÆKOLOGISK AMBULATORIUM;38.0;;;;;;;;;;
afd;7027069;19950101;19950101;19951231;GYNÆKOLOGISK AMBULATORIUM;38.0;;;;;;;;;;
afd;7027070;19890101;19890101;19901231;ØRE-, NÆSE- OG HALSAFDELING;46.0;;;;;;;;;;
afd;7027070;19910101;19910101;19941231;ØRE-, NÆSE- OG HALSAFDELING;46.0;;;;;;;;;;
afd;7027070;19950101;19950101;19951231;ØRE-, NÆSE- OG HALSAFDELING;46.0;;;;;;;;;;
afd;7027079;19890101;19890101;19901231;ØRE-, NÆSE- OG HALSAMBULAT.;46.0;;;;;;;;;;
afd;7027079;19910101;19910101;19941231;ØRE-, NÆSE- OG HALSAMBULAT.;46.0;;;;;;;;;;
afd;7027079;19950101;19950101;19951231;ØRE-, NÆSE- OG HALSAMBULAT.;46.0;;;;;;;;;;
afd;7027080;19890101;19890101;19911231;AFD. F. HELBREDSUNDERSØGELSER;1.0;;;;;;;;;;
afd;7027089;19890101;19890101;19941231;AMB. F. HELBREDSUNDERSØGELSER;1.0;;;;;;;;;;
afd;7027089;19950101;19950101;19951231;AMB. F. HELBREDSUNDERSØGELSER;1.0;;;;;;;;;;
afd;7027099;19890101;19890101;19901231;AMBULATORIUM FOR SPORTSSKADER;12.0;;;;;;;;;;
afd;7027099;19910101;19910101;19941231;AMBULATORIUM FOR SPORTSSKADER;12.0;;;;;;;;;;
afd;7027099;19950101;19950101;19951231;AMBULATORIUM FOR SPORTSSKADER;12.0;;;;;;;;;;
afd;7027100;19900101;19900101;19941231;AFDELING FOR TANDBEHANDLING;48.0;;;;;;;;;;
afd;7027100;19950101;19950101;19951231;AFDELING FOR TANDBEHANDLING;48.0;;;;;;;;;;
afd;7027109;19890101;19890101;19941231;AMBULATORIUM F. TANDBEHANDLING;48.0;;;;;;;;;;
afd;7027109;19950101;19950101;19951231;AMBULATORIUM F. TANDBEHANDLING;48.0;;;;;;;;;;
afd;7027110;19900101;19900101;19901231;HÅND- OG OVEREKSTREM.KIR. AFD.;42.0;;;;;;;;;;
afd;7027110;19910101;19910101;19941231;HÅND- OG OVEREKSTREM.KIR. AFD.;42.0;;;;;;;;;;
afd;7027110;19950101;19950101;19951231;HÅND- OG OVEREKSTREM.KIR. AFD.;42.0;;;;;;;;;;
afd;7027119;19900101;19900101;19901231;HÅND- OG OVEREKSTREM.KIR. AMB.;42.0;;;;;;;;;;
afd;7027119;19910101;19910101;19941231;HÅND- OG OVEREKSTREM.KIR. AMB.;42.0;;;;;;;;;;
afd;7027119;19950101;19950101;19951231;HÅND- OG OVEREKSTREM.KIR. AMB.;42.0;;;;;;;;;;
afd;7027120;19900101;19900101;19941231;MEDICINSK AFDELING;1.0;;;;;;;;;;
afd;7027120;19950101;19950101;19951231;MEDICINSK AFDELING;1.0;;;;;;;;;;
afd;7027129;19900101;19900101;19941231;MEDICINSK AMBULATORIUM;1.0;;;;;;;;;;
afd;7027129;19950101;19950101;19951231;MEDICINSK AMBULATORIUM;1.0;;;;;;;;;;
afd;7027130;19900101;19900101;19901231;RYGKLINIK;;;;;;;;;;;
afd;7027130;19910101;19910101;19941231;RYGKLINIK;12.0;;;;;;;;;;
afd;7027130;19950101;19950101;19951231;RYGKLINIK;12.0;;;;;;;;;;
afd;7027139;19900101;19900101;19901231;RYGKLINIK, AMBULATORIUM;;;;;;;;;;;
afd;7027139;19910101;19910101;19941231;RYGKLINIK, AMBULATORIUM;12.0;;;;;;;;;;
afd;7027139;19950101;19950101;19951231;RYGKLINIK, AMBULATORIUM;12.0;;;;;;;;;;
afd;7027149;19920101;19920101;19941231;RADIOLOGISK AFDELING;66.0;;;;;;;;;;
afd;7027149;19950101;19950101;19951231;RADIOLOGISK AFDELING;66.0;;;;;;;;;;
afd;7027159;19920101;19920101;19941231;NEUROMEDICINSK AMBULATORIUM;20.0;;;;;;;;;;
afd;7027159;19950101;19950101;19951231;NEUROMEDICINSK AMBULATORIUM;20.0;;;;;;;;;;
afd;7027169;19920101;19920101;19941231;REUMATOLOGISK AMBULATORIUM;12.0;;;;;;;;;;
afd;7027169;19950101;19950101;19951231;REUMATOLOGISK AMBULATORIUM;12.0;;;;;;;;;;
sgh;7028;19950101;20070419;20070430;Børne- og Ungdomspsyk. Hosp.;121.0;1.0;;;SKS;;;;3.0;;
sgh;7028;20070501;20071217;20071231;Psykiatrien & Børne- og Ungdomspsykiatrien i Region Midtjyl.;121.0;1.0;;;SKS;;;;3.0;;
sgh;7028;20080101;20120715;20120831;BUC i RM, Risskov;121.0;1.0;;;SKS;;;;3.0;;
afd;702801;20060101;20120712;20120720;Børnepsykiatrisk Afdeling;;;;;SKS;;;;3.0;;
afd;7028010;19950101;20120712;20120720;Børnepsykiatrisk afsnit;52.0;;;;SKS;;;;3.0;;
